Country,Region,Year,Life_expectancy,Schooling,Infant_deaths,Under_five_deaths,Adult_mortality,GDP_per_capita,Economy_status_Developed,Economy_status_Developing
Czechia,European Union,2010,77.4,12.4,2.7,3.4,97.8545,16506,1,0
Philippines,Asia,2002,68.9,7.9,27.8,36.2,213.186,1876,0,1
Dominican Republic,Central America and Caribbean,2002,70.0,6.7,31.1,38.1,184.5125,4376,0,1
Sri Lanka,Asia,2000,71.3,10.0,14.2,16.5,165.2695,1923,0,1
Cyprus,European Union,2014,80.2,11.9,2.4,2.9,52.635,22514,1,0
Latvia,European Union,2001,70.8,10.0,10.8,13.3,232.029,7245,1,0
Benin,Africa,2005,57.4,2.8,76.5,121.5,270.725,944,0,1
Madagascar,Africa,2003,60.3,5.4,60.2,92.4,268.6985,453,0,1
Pakistan,Asia,2000,62.8,3.3,84.6,107.8,188.328,1029,0,1
Cote d'Ivoire,Africa,2008,51.7,4.0,78.7,114.2,427.1045,1596,0,1
Grenada,Central America and Caribbean,2001,72.8,7.4,12.8,15.2,176.8515,6809,0,1
Finland,European Union,2000,77.5,9.3,3.5,4.3,103.8765,37884,1,0
Kiribati,Oceania,2009,65.5,7.8,49.8,65.2,208.5885,1409,0,1
Bulgaria,European Union,2004,72.6,10.1,11.8,14.2,154.1315,4850,1,0
Cambodia,Asia,2014,68.3,4.7,28.7,33.4,179.3025,1105,0,1
Nicaragua,Central America and Caribbean,2000,69.5,5.1,31.4,38.5,196.9585,1445,0,1
Guyana,South America,2001,65.5,7.8,36.2,45.2,229.173,3947,0,1
Ethiopia,Africa,2009,60.6,2.3,57.0,86.7,279.805,414,0,1
Turkmenistan,Asia,2010,66.7,9.9,37.2,43.1,200.751,4266,0,1
Lithuania,European Union,2007,70.9,12.1,6.5,8.0,237.8385,11985,1,0
Russian Federation,Rest of Europe,2001,65.4,11.4,14.7,18.3,307.7435,5619,0,1
Cabo Verde,Africa,2012,71.4,5.4,20.3,24.0,131.7085,3085,0,1
Myanmar,Asia,2005,61.6,3.5,57.4,77.2,225.6425,542,0,1
Portugal,European Union,2008,78.5,7.8,3.2,4.0,89.2665,19986,1,0
Uruguay,South America,2011,76.9,8.4,8.9,10.3,110.371,14086,0,1
Ukraine,Rest of Europe,2014,71.2,11.3,8.4,9.8,203.08,2346,0,1
Ireland,European Union,2004,78.5,11.6,4.7,5.6,81.2525,47731,1,0
Denmark,European Union,2012,80.1,12.8,3.5,4.1,75.094,51567,1,0
Tanzania,Africa,2002,52.1,4.3,69.9,114.0,446.4505,611,0,1
Botswana,Africa,2001,50.3,7.7,44.6,80.0,574.7605,4495,0,1
Sri Lanka,Asia,2006,74.9,10.5,11.6,13.5,129.7315,2398,0,1
Malta,European Union,2013,81.7,11.0,5.8,6.6,53.4165,22071,1,0
Uzbekistan,Asia,2004,68.1,9.7,40.1,46.8,182.4795,1476,0,1
Serbia,Rest of Europe,2011,74.5,10.6,6.4,7.4,124.594,5354,0,1
Finland,European Union,2009,79.7,12.2,2.6,3.2,89.883,42412,1,0
Austria,European Union,2002,78.7,9.4,4.4,5.3,89.4275,39636,1,0
Suriname,South America,2006,69.2,7.7,22.9,25.7,192.5215,7896,0,1
Mali,Africa,2014,57.0,2.3,68.7,112.4,272.427,729,0,1
Croatia,European Union,2008,75.9,10.3,5.1,5.9,104.768,12790,1,0
Niger,Africa,2014,60.1,1.7,53.4,98.0,253.126,482,0,1
Kazakhstan,Asia,2000,65.5,10.5,36.7,42.5,290.732,4446,0,1
Croatia,European Union,2013,77.1,11.0,4.3,5.1,95.4975,11537,1,0
Japan,Asia,2007,82.5,11.3,2.6,3.5,65.136,33990,1,0
India,Asia,2000,62.5,4.4,66.7,91.7,221.6305,758,0,1
Norway,Rest of Europe,2014,82.1,12.5,2.3,2.8,56.476,73650,1,0
Togo,Africa,2009,56.8,4.3,59.8,91.7,309.5725,468,0,1
Belize,Central America and Caribbean,2003,69.5,10.2,18.5,21.7,193.551,4736,0,1
Vietnam,Asia,2008,74.6,7.0,18.8,23.5,133.6115,1833,0,1
Ethiopia,Africa,2011,62.5,2.4,51.9,77.7,252.8295,490,0,1
Cote d'Ivoire,Africa,2013,54.9,4.7,69.1,97.0,407.6445,1769,0,1
Mali,Africa,2002,49.5,1.4,96.1,174.7,318.8575,641,0,1
Turkiye,Middle East,2013,75.8,7.7,12.7,14.7,109.578,10226,0,1
Netherlands,European Union,2009,80.5,11.9,3.8,4.6,65.6915,44028,1,0
"Yemen, Rep.",Middle East,2008,64.9,2.3,48.0,62.4,241.32,2574,0,1
Niger,Africa,2007,55.0,1.4,71.3,149.0,276.348,417,0,1
Papua New Guinea,Oceania,2005,60.5,3.5,49.6,64.9,250.8075,1888,0,1
Chad,Africa,2009,50.3,1.8,85.8,151.7,387.5995,659,0,1
Mauritius,Africa,2012,73.9,8.6,13.0,14.9,147.395,8384,0,1
North Macedonia,Rest of Europe,2002,73.0,7.1,12.8,14.3,119.958,3240,0,1
"Micronesia, Fed. Sts.",Oceania,2005,65.5,6.0,28.6,34.7,177.472,3023,0,1
Eritrea,Africa,2003,57.2,3.7,49.6,73.8,360.1825,796,0,1
Zimbabwe,Africa,2015,59.5,8.2,42.1,61.3,368.141,1445,0,1
Italy,European Union,2002,80.2,8.8,4.3,5.0,72.478,32998,1,0
United Kingdom,Rest of Europe,2012,80.9,12.9,4.1,4.8,69.147,43100,1,0
Lesotho,Africa,2011,46.2,5.8,69.0,93.9,538.191,1037,0,1
United States,North America,2007,78.0,12.9,6.6,7.7,109.026,54300,1,0
Solomon Islands,Oceania,2008,70.1,5.0,23.3,27.8,179.355,1976,0,1
Nigeria,Africa,2014,52.7,5.9,80.1,127.9,360.3385,2688,0,1
Bulgaria,European Union,2013,74.9,10.9,7.8,9.3,133.448,6693,1,0
Poland,European Union,2000,73.7,11.1,8.1,9.3,152.9305,7357,1,0
Zimbabwe,Africa,2012,55.0,7.9,46.5,72.2,423.442,1432,0,1
Iceland,Rest of Europe,2004,81.0,9.9,2.7,3.4,61.9875,46766,1,0
Malta,European Union,2015,81.9,11.2,5.7,6.6,51.8135,24922,1,0
Georgia,Rest of Europe,2002,70.2,11.9,27.7,31.5,168.977,1775,0,1
Ethiopia,Africa,2003,54.2,1.7,76.7,121.8,369.5585,259,0,1
Belgium,European Union,2013,80.6,11.4,3.4,4.2,75.9595,39970,1,0
New Zealand,Oceania,2008,80.4,11.8,5.2,6.3,73.0145,35655,1,0
Sierra Leone,Africa,2013,51.7,3.3,97.7,141.2,406.0525,740,0,1
Singapore,Asia,2003,79.0,9.8,2.5,3.2,71.202,36710,0,1
Slovak Republic,European Union,2007,74.2,11.1,6.4,7.7,137.7115,13734,1,0
Nepal,Asia,2002,63.6,2.5,53.1,70.4,221.783,570,0,1
Tonga,Oceania,2012,70.2,10.9,11.0,12.8,138.9635,4108,0,1
"Bahamas, The",Central America and Caribbean,2012,72.4,11.1,12.8,14.9,163.272,32652,0,1
Kenya,Africa,2015,64.8,6.3,35.2,48.9,223.608,1465,0,1
Cameroon,Africa,2008,54.2,5.2,72.7,117.6,368.451,1249,0,1
Timor-Leste,Oceania,2006,64.8,3.4,62.1,76.1,189.4355,862,0,1
Canada,North America,2003,79.7,11.7,5.3,6.2,77.6255,36024,1,0
Lithuania,European Union,2011,73.6,11.8,4.5,5.5,184.524,12047,1,0
Armenia,Rest of Europe,2004,72.5,10.8,22.2,25.0,141.353,2062,0,1
Bangladesh,Asia,2014,71.2,5.2,32.5,40.1,132.246,1185,0,1
Germany,European Union,2006,79.1,13.6,3.8,4.6,82.246,36699,1,0
Papua New Guinea,Oceania,2012,62.6,4.2,43.0,55.2,230.8385,2266,0,1
Tonga,Oceania,2005,69.8,9.2,12.7,14.7,150.2735,3875,0,1
Cambodia,Asia,2012,67.5,4.5,32.3,37.7,186.6,993,0,1
"Gambia, The",Africa,2005,57.9,2.4,53.1,91.5,287.749,711,0,1
Bosnia and Herzegovina,Rest of Europe,2009,75.8,7.7,6.6,7.5,104.296,4028,0,1
Djibouti,Africa,2010,60.1,4.0,62.5,76.6,272.2445,1343,0,1
Ukraine,Rest of Europe,2006,68.1,11.2,12.0,14.0,263.497,2322,0,1
Eswatini,Africa,2001,45.8,3.7,69.0,115.8,591.9355,2477,0,1
Mongolia,Asia,2014,68.9,10.1,17.4,20.4,215.2245,3860,0,1
Canada,North America,2004,79.9,12.0,5.3,6.1,75.8795,37086,1,0
Costa Rica,Central America and Caribbean,2005,78.1,7.9,9.9,11.3,95.7985,8606,0,1
Vietnam,Asia,2001,73.2,5.6,22.6,28.5,138.4385,1230,0,1
Slovenia,European Union,2013,80.3,11.7,2.3,2.8,77.3625,19922,1,0
Poland,European Union,2011,76.7,12.3,4.9,5.7,126.5725,11369,1,0
Mozambique,Africa,2001,49.3,2.4,106.1,161.0,440.8905,321,0,1
Philippines,Asia,2004,69.0,8.6,26.9,34.9,211.6655,2018,0,1
New Zealand,Oceania,2002,78.8,11.6,5.8,7.0,82.496,32657,1,0
Chad,Africa,2000,47.7,1.4,99.7,184.0,406.9915,375,0,1
Sao Tome and Principe,Central America and Caribbean,2009,66.9,4.8,29.7,39.3,199.2275,1348,0,1
Australia,Oceania,2002,79.9,11.8,5.0,6.0,71.935,47127,1,0
Montenegro,Rest of Europe,2015,76.4,11.3,3.3,4.0,100.861,6517,0,1
Cambodia,Asia,2003,61.2,3.4,61.8,78.0,236.439,575,0,1
Gabon,Africa,2004,57.9,6.8,49.0,75.8,319.386,7507,0,1
Singapore,Asia,2006,80.1,10.1,2.3,2.9,65.786,44160,0,1
Fiji,Oceania,2012,66.9,10.1,20.0,23.5,191.3835,4683,0,1
Greece,European Union,2015,81.0,10.6,3.8,4.4,70.7555,18084,1,0
Mongolia,Asia,2001,63.3,8.3,45.3,58.5,266.119,1624,0,1
Vietnam,Asia,2003,73.7,6.0,21.0,26.4,136.971,1372,0,1
Bosnia and Herzegovina,Rest of Europe,2004,75.1,7.3,7.9,9.1,111.9335,3371,0,1
Barbados,Central America and Caribbean,2004,77.8,9.2,14.4,15.7,118.7115,16369,0,1
Lao PDR,Asia,2006,62.2,4.3,61.1,82.9,237.688,1253,0,1
Brunei Darussalam,Asia,2007,74.4,8.6,7.7,9.5,91.9455,35065,0,1
Malta,European Union,2010,81.4,10.3,5.8,6.7,55.7385,20558,1,0
Honduras,Central America and Caribbean,2004,71.8,4.6,25.5,30.6,164.069,1913,0,1
Switzerland,Rest of Europe,2012,82.7,13.4,3.8,4.4,53.4515,82800,1,0
Tajikistan,Asia,2004,65.3,10.5,50.4,60.1,161.477,602,0,1
Bangladesh,Asia,2013,70.9,5.1,34.0,42.2,134.7385,1130,0,1
Philippines,Asia,2005,69.1,8.7,26.4,34.2,210.905,2078,0,1
Kyrgyz Republic,Asia,2014,70.4,10.8,20.9,23.5,171.816,1102,0,1
Lebanon,Middle East,2001,75.0,7.5,16.0,18.7,97.5565,6712,0,1
North Macedonia,Rest of Europe,2014,75.5,9.5,9.9,11.2,98.63,4687,0,1
Botswana,Africa,2005,52.1,8.3,38.9,67.0,498.38,4986,0,1
Russian Federation,Rest of Europe,2010,68.8,11.5,8.3,10.4,250.947,8755,0,1
Uruguay,South America,2005,75.8,8.0,12.5,14.4,117.821,10170,0,1
Slovak Republic,European Union,2002,73.6,10.3,7.6,9.1,145.3625,9641,1,0
New Zealand,Oceania,2007,80.2,11.8,5.3,6.4,75.011,36363,1,0
North Macedonia,Rest of Europe,2010,75.0,9.1,9.2,10.4,106.0775,4340,0,1
Jamaica,Central America and Caribbean,2011,74.0,9.0,15.1,17.5,137.7585,4946,0,1
Bolivia,South America,2015,70.3,8.7,25.4,31.3,184.52,3036,0,1
Myanmar,Asia,2010,63.5,4.1,48.8,63.7,208.6165,903,0,1
Slovak Republic,European Union,2005,73.9,10.8,6.8,8.2,139.5745,11426,1,0
Azerbaijan,Asia,2013,71.8,10.8,26.7,30.3,129.6915,5426,0,1
Papua New Guinea,Oceania,2002,59.7,3.4,52.1,68.8,265.5145,1801,0,1
Tonga,Oceania,2010,70.1,10.7,11.3,13.2,142.208,3769,0,1
El Salvador,Central America and Caribbean,2001,69.2,5.3,26.0,31.3,218.122,2999,0,1
Ireland,European Union,2015,81.5,12.3,3.2,3.7,61.0195,62012,1,0
Canada,North America,2005,80.2,12.2,5.2,6.1,75.7275,38573,1,0
Mongolia,Asia,2000,62.9,8.2,48.6,63.5,268.2505,1592,0,1
Croatia,European Union,2014,77.5,11.1,4.3,5.0,92.863,11544,1,0
"Venezuela, RB",South America,2002,72.5,6.8,17.4,20.3,157.644,3701,0,1
Switzerland,Rest of Europe,2009,82.0,13.3,4.0,4.6,59.034,80262,1,0
Burkina Faso,Africa,2005,53.3,1.3,80.8,153.1,305.8365,518,0,1
Lesotho,Africa,2013,48.7,6.0,71.0,92.6,523.0825,1109,0,1
Colombia,South America,2012,75.9,7.6,14.7,17.1,144.2095,5631,0,1
Morocco,Africa,2009,74.0,4.2,28.4,33.0,87.1205,2473,0,1
Austria,European Union,2000,78.1,9.0,4.6,5.5,94.882,38843,1,0
Chile,South America,2011,79.0,9.8,7.3,8.5,94.631,12339,0,1
Niger,Africa,2008,55.8,1.4,67.9,139.3,273.319,432,0,1
El Salvador,Central America and Caribbean,2006,70.3,6.4,20.2,23.8,206.0165,3262,0,1
France,European Union,2004,80.2,10.3,3.4,4.8,92.3955,34900,1,0
Nicaragua,Central America and Caribbean,2001,69.9,5.2,29.9,36.5,193.7615,1466,0,1
Dominican Republic,Central America and Caribbean,2007,71.3,7.2,29.3,35.7,174.858,5309,0,1
North Macedonia,Rest of Europe,2008,74.4,8.7,10.3,11.7,110.659,4231,0,1
Kuwait,Middle East,2012,74.7,7.2,8.2,9.6,61.6325,33455,0,1
Samoa,Oceania,2006,70.6,9.5,16.5,19.3,148.0145,3955,0,1
United Arab Emirates,Middle East,2004,75.2,8.9,8.6,10.1,86.7395,57910,0,1
Uzbekistan,Asia,2007,68.9,10.1,32.2,37.0,173.085,1787,0,1
Croatia,European Union,2015,77.3,11.2,4.2,4.9,90.2285,11933,1,0
Malta,European Union,2009,80.2,10.2,5.9,6.7,56.4985,19574,1,0
Estonia,European Union,2014,77.0,12.6,2.6,3.3,123.2,17097,1,0
"Bahamas, The",Central America and Caribbean,2006,72.0,10.9,14.3,16.7,176.668,35863,0,1
Botswana,Africa,2000,50.6,7.6,45.2,80.5,561.532,4569,0,1
Sri Lanka,Asia,2007,75.0,10.6,11.0,12.8,127.15,2543,0,1
Netherlands,European Union,2006,79.7,11.8,4.3,5.1,70.055,43592,1,0
Sri Lanka,Asia,2010,75.4,10.8,9.8,11.4,120.153,2950,0,1
Tonga,Oceania,2009,70.0,10.4,11.5,13.4,143.8305,3742,0,1
Malaysia,Asia,2008,74.1,9.4,6.9,8.1,128.5065,8074,0,1
Nicaragua,Central America and Caribbean,2004,70.9,5.4,26.0,31.3,181.9365,1529,0,1
Armenia,Rest of Europe,2003,72.3,10.8,23.3,26.3,139.9,1856,0,1
St. Vincent and the Grenadines,Central America and Caribbean,2006,71.4,8.0,18.8,21.3,170.3485,6918,0,1
Eritrea,Africa,2001,55.9,3.7,53.8,81.1,371.292,870,0,1
Bangladesh,Asia,2006,68.2,4.6,47.0,61.0,150.565,809,0,1
Malawi,Africa,2014,61.0,4.4,39.2,57.6,305.0855,381,0,1
Kyrgyz Republic,Asia,2015,70.7,10.8,19.9,22.3,165.7935,1121,0,1
Nigeria,Africa,2013,52.2,5.9,81.0,129.4,364.4625,2597,0,1
Austria,European Union,2009,80.3,11.7,3.7,4.5,76.57,42655,1,0
Serbia,Rest of Europe,2007,73.6,10.2,7.0,8.1,137.2965,4968,0,1
Honduras,Central America and Caribbean,2012,73.8,5.5,18.4,21.5,150.585,2207,0,1
Dominican Republic,Central America and Caribbean,2006,71.0,7.1,29.5,36.0,176.789,5007,0,1
Zambia,Africa,2012,58.5,6.7,49.1,74.7,323.004,1298,0,1
Brunei Darussalam,Asia,2014,75.2,9.0,8.6,10.4,89.377,31679,0,1
Ethiopia,Africa,2007,58.5,2.1,62.8,97.0,306.7815,363,0,1
Sao Tome and Principe,Central America and Caribbean,2010,67.4,4.9,27.6,36.1,197.987,1402,0,1
Switzerland,Rest of Europe,2015,82.9,13.4,3.7,4.3,49.384,84776,1,0
Albania,Rest of Europe,2014,77.8,9.7,8.8,9.9,76.724,3856,0,1
Kiribati,Oceania,2002,63.7,7.0,50.0,65.5,217.1505,1537,0,1
Kiribati,Oceania,2012,66.4,7.9,47.8,62.1,204.6575,1415,0,1
Cameroon,Africa,2012,56.1,5.7,64.2,101.3,356.5925,1278,0,1
Lao PDR,Asia,2014,66.1,5.0,43.8,56.3,199.529,2025,0,1
Guatemala,Central America and Caribbean,2015,73.3,6.3,23.7,28.3,163.8125,3995,0,1
Algeria,Africa,2003,72.1,6.5,31.3,36.5,127.5385,3490,0,1
Moldova,Rest of Europe,2009,69.1,11.0,15.0,17.4,207.4875,2103,0,1
Estonia,European Union,2003,71.3,11.9,6.7,8.5,199.678,12362,1,0
Qatar,Middle East,2015,79.8,9.8,6.7,7.8,56.2695,63039,0,1
Madagascar,Africa,2000,58.5,5.2,67.5,105.4,280.972,488,0,1
"Egypt, Arab Rep.",Africa,2010,70.3,6.5,24.0,28.7,160.261,3485,0,1
Guyana,South America,2005,66.7,7.9,33.4,41.4,223.5645,3944,0,1
Tajikistan,Asia,2009,68.4,10.9,38.1,44.3,146.4255,752,0,1
Mauritania,Africa,2015,63.9,4.3,55.0,82.7,203.5835,1524,0,1
Kazakhstan,Asia,2012,69.5,11.5,14.6,16.3,216.56,9824,0,1
Papua New Guinea,Oceania,2001,59.5,3.3,52.8,69.9,269.8105,1842,0,1
Guinea-Bissau,Africa,2009,54.1,2.5,75.9,120.2,290.506,574,0,1
Bahrain,Middle East,2002,74.8,8.4,10.0,11.6,83.6925,22258,0,1
Norway,Rest of Europe,2013,81.8,12.7,2.4,2.9,60.485,73047,1,0
Sri Lanka,Asia,2003,73.8,10.2,13.0,15.1,137.477,2037,0,1
Peru,South America,2000,71.1,8.0,29.3,38.2,153.5785,3304,0,1
Mauritania,Africa,2010,62.5,3.8,61.2,95.6,212.0,1417,0,1
Kenya,Africa,2004,53.5,5.7,50.8,81.0,431.137,1160,0,1
"Micronesia, Fed. Sts.",Oceania,2000,64.6,4.8,30.8,37.8,184.963,2895,0,1
United Kingdom,Rest of Europe,2001,78.0,11.8,5.5,6.4,86.493,39888,1,0
Lithuania,European Union,2010,73.3,11.6,4.9,6.0,191.1515,11107,1,0
Australia,Oceania,2012,82.0,12.6,3.6,4.3,60.0415,55255,1,0
Barbados,Central America and Caribbean,2005,77.9,9.2,14.4,15.7,116.6365,16952,0,1
Togo,Africa,2005,54.6,4.2,66.3,103.1,330.64,468,0,1
Uruguay,South America,2012,77.0,8.5,8.6,10.0,109.0375,14541,0,1
Thailand,Asia,2012,75.0,7.7,10.6,12.4,154.351,5531,0,1
Georgia,Rest of Europe,2010,71.5,12.2,12.7,14.2,170.768,3101,0,1
Jordan,Middle East,2010,73.4,9.8,17.2,20.1,115.693,4644,0,1
Cameroon,Africa,2004,52.3,5.1,79.7,130.6,394.661,1224,0,1
Jamaica,Central America and Caribbean,2007,74.1,8.4,16.5,19.2,146.556,5308,0,1
Bolivia,South America,2006,65.9,7.3,40.8,52.9,216.0405,2251,0,1
Belarus,Rest of Europe,2005,68.9,9.3,6.7,8.7,248.5795,3880,0,1
Malta,European Union,2003,78.5,8.5,6.3,7.2,61.136,17747,1,0
Mali,Africa,2003,50.4,1.5,93.3,168.3,313.3725,678,0,1
Vietnam,Asia,2013,75.0,7.9,17.8,22.2,127.4215,2315,0,1
Kenya,Africa,2010,61.0,6.1,39.3,57.4,281.6775,1326,0,1
Barbados,Central America and Caribbean,2006,78.0,9.2,14.3,15.6,114.561,17914,0,1
Algeria,Africa,2006,73.5,7.0,27.6,32.1,114.4095,3760,0,1
Denmark,European Union,2003,77.1,12.8,4.5,5.4,97.2905,49600,1,0
Malaysia,Asia,2009,74.3,9.6,6.9,8.1,127.9145,7809,0,1
India,Asia,2008,65.8,5.2,49.4,64.6,197.9155,1093,0,1
Sao Tome and Principe,Central America and Caribbean,2000,61.4,4.2,54.3,82.0,220.45,1081,0,1
Barbados,Central America and Caribbean,2010,78.4,9.4,13.8,15.0,106.695,16784,0,1
Cameroon,Africa,2003,51.9,5.1,81.7,134.0,402.4095,1175,0,1
Ukraine,Rest of Europe,2004,68.2,10.7,13.0,15.1,269.69,2065,0,1
Gabon,Africa,2003,57.8,6.6,50.2,77.8,323.9475,7647,0,1
Germany,European Union,2003,78.4,12.5,4.1,5.0,90.053,34620,1,0
Sao Tome and Principe,Central America and Caribbean,2005,64.7,4.5,39.3,55.5,208.017,1206,0,1
Malawi,Africa,2001,45.2,3.1,92.9,160.5,581.009,273,0,1
Solomon Islands,Oceania,2003,68.5,4.7,24.9,29.8,208.273,1706,0,1
Guinea,Africa,2008,55.6,1.6,77.6,123.3,299.6,696,0,1
Barbados,Central America and Caribbean,2013,78.6,10.5,13.5,14.6,101.5875,16232,0,1
Spain,European Union,2007,80.9,9.1,3.6,4.4,71.7905,27219,1,0
St. Lucia,Central America and Caribbean,2007,74.4,7.7,16.4,18.8,150.5345,10174,0,1
Kazakhstan,Asia,2005,65.9,11.7,27.3,31.0,274.4505,7155,0,1
El Salvador,Central America and Caribbean,2002,69.4,5.5,24.7,29.6,216.117,3029,0,1
Australia,Oceania,2005,80.8,11.7,4.8,5.7,66.521,50333,1,0
Portugal,European Union,2001,76.8,6.9,5.1,6.6,108.319,19026,1,0
Eritrea,Africa,2010,62.2,3.9,39.0,55.1,289.377,654,0,1
Uzbekistan,Asia,2001,67.4,9.2,48.4,57.4,190.2825,1313,0,1
Tajikistan,Asia,2007,67.4,10.5,41.7,48.8,151.8545,699,0,1
Canada,North America,2013,81.7,12.9,4.8,5.5,66.0915,42846,1,0
Uganda,Africa,2011,58.1,5.4,47.0,71.6,340.7545,814,0,1
Slovenia,European Union,2009,79.0,12.1,2.8,3.4,88.8695,20428,1,0
Djibouti,Africa,2008,59.1,3.9,65.9,81.2,286.076,1224,0,1
Antigua and Barbuda,Central America and Caribbean,2005,75.0,9.1,10.6,12.9,146.703,15122,0,1
Eswatini,Africa,2003,43.4,3.4,69.8,119.2,615.708,2662,0,1
Slovenia,European Union,2000,75.4,11.6,4.6,5.5,120.8335,16241,1,0
Estonia,European Union,2013,77.1,12.6,2.8,3.6,118.171,16553,1,0
Kyrgyz Republic,Asia,2001,68.7,9.9,40.6,47.4,223.721,749,0,1
Mauritius,Africa,2013,74.0,8.9,13.1,15.0,146.3845,8647,0,1
New Zealand,Oceania,2006,80.0,11.7,5.4,6.5,74.797,35625,1,0
Ghana,Africa,2007,59.7,6.5,52.1,78.0,265.4325,1240,0,1
Afghanistan,Asia,2001,56.3,2.2,87.9,125.2,304.858,163,0,1
Ireland,European Union,2007,79.6,11.9,3.9,4.6,73.766,51625,1,0
Moldova,Rest of Europe,2000,67.0,9.0,26.2,31.5,241.2055,1338,0,1
Rwanda,Africa,2000,48.6,2.3,109.5,185.2,442.3195,345,0,1
Suriname,South America,2008,69.9,7.7,21.7,24.4,184.945,8445,0,1
"Gambia, The",Africa,2007,58.7,2.5,50.0,83.8,282.4125,686,0,1
Israel,Middle East,2000,79.0,12.0,5.6,6.9,78.6545,28748,1,0
Solomon Islands,Oceania,2004,68.8,4.8,24.7,29.6,202.334,1774,0,1
Botswana,Africa,2011,61.9,8.9,41.1,51.9,336.393,5899,0,1
Brazil,South America,2004,71.5,6.2,23.5,26.5,171.4535,7206,0,1
Brunei Darussalam,Asia,2006,74.2,8.5,7.7,9.5,93.9375,35456,0,1
Moldova,Rest of Europe,2012,70.6,11.4,14.2,16.5,176.378,2374,0,1
Bhutan,Asia,2004,64.5,2.3,47.2,61.2,260.832,1410,0,1
"Yemen, Rep.",Middle East,2015,66.1,3.0,46.1,60.7,221.5195,1602,0,1
Eritrea,Africa,2013,63.7,3.9,35.8,49.5,267.946,761,0,1
Iraq,Middle East,2003,68.6,5.5,33.7,41.8,172.033,2352,0,1
Zambia,Africa,2015,61.7,6.9,46.9,67.7,302.822,1338,0,1
Madagascar,Africa,2001,59.1,5.2,64.9,100.8,276.098,501,0,1
St. Vincent and the Grenadines,Central America and Caribbean,2002,71.0,7.7,19.1,21.9,182.1335,5706,0,1
Kazakhstan,Asia,2015,72.0,11.7,10.6,11.9,182.111,10511,0,1
Denmark,European Union,2001,76.8,11.4,4.7,5.6,101.2215,49470,1,0
Mauritius,Africa,2000,71.7,6.2,16.6,18.8,172.883,5534,0,1
Serbia,Rest of Europe,2015,75.3,11.0,5.4,6.3,114.328,5589,0,1
Peru,South America,2005,72.9,8.7,20.6,26.5,141.9155,3868,0,1
Solomon Islands,Oceania,2013,71.6,5.3,20.5,24.2,155.1685,2232,0,1
United Kingdom,Rest of Europe,2003,78.4,12.0,5.3,6.2,84.179,41598,1,0
Mauritania,Africa,2013,63.4,4.1,57.5,87.7,206.528,1470,0,1
Belgium,European Union,2011,80.6,11.2,3.6,4.4,79.9355,39929,1,0
Paraguay,South America,2015,73.7,8.5,19.0,22.3,145.351,5414,0,1
Cuba,Central America and Caribbean,2009,78.3,10.8,5.2,6.5,95.7135,6601,0,1
Malta,European Union,2011,80.7,10.5,5.8,6.6,54.9785,20566,1,0
Kyrgyz Republic,Asia,2004,68.2,10.1,35.6,41.1,222.7265,831,0,1
Belgium,European Union,2005,79.0,10.7,4.0,4.9,88.2405,38426,1,0
Bulgaria,European Union,2001,71.8,9.9,13.8,16.7,158.938,3937,1,0
Slovenia,European Union,2001,75.8,11.5,4.3,5.2,121.8735,16737,1,0
Guinea,Africa,2000,51.2,1.5,99.9,164.2,324.7675,628,0,1
Bolivia,South America,2005,65.3,7.0,43.1,56.2,219.8665,2186,0,1
Saudi Arabia,Middle East,2001,72.8,6.8,17.7,20.7,107.6395,17032,0,1
"Micronesia, Fed. Sts.",Oceania,2015,67.3,8.0,24.2,28.9,164.871,2907,0,1
Morocco,Africa,2011,74.7,4.4,25.3,29.5,78.776,2631,0,1
Montenegro,Rest of Europe,2004,73.4,10.4,9.9,11.4,133.3415,4819,0,1
Hungary,European Union,2012,75.1,12.2,4.8,5.7,142.5135,11470,1,0
Benin,Africa,2000,55.4,2.6,85.0,136.8,285.899,906,0,1
Vanuatu,Oceania,2011,69.3,6.7,24.5,29.3,141.3175,2867,0,1
Belize,Central America and Caribbean,2014,73.8,10.5,13.9,16.1,176.8185,4770,0,1
Samoa,Oceania,2003,69.8,9.2,16.8,19.7,162.7035,3590,0,1
Lesotho,Africa,2001,46.2,5.0,70.5,108.8,605.593,739,0,1
Singapore,Asia,2002,78.6,9.5,2.6,3.4,73.007,34599,0,1
Bolivia,South America,2001,63.1,7.3,53.1,71.3,235.6955,2054,0,1
Russian Federation,Rest of Europe,2014,70.7,11.9,7.2,8.9,220.931,9521,0,1
Seychelles,Africa,2003,71.0,7.6,11.8,13.7,172.5165,10198,0,1
Lebanon,Middle East,2012,78.6,8.1,8.0,9.3,63.99,8434,0,1
Chad,Africa,2012,51.9,2.1,80.6,139.8,371.3155,738,0,1
Belgium,European Union,2008,79.7,11.0,3.8,4.6,86.6285,40152,1,0
Dominican Republic,Central America and Caribbean,2004,70.5,6.9,30.1,36.9,180.6505,4305,0,1
Botswana,Africa,2013,65.0,9.1,39.4,49.6,290.0855,6705,0,1
Burkina Faso,Africa,2000,50.5,1.2,90.9,178.9,328.765,440,0,1
Brunei Darussalam,Asia,2012,75.0,8.9,8.2,10.0,91.9455,34097,0,1
Botswana,Africa,2014,66.3,9.2,40.1,50.2,269.3405,6896,0,1
